season,mnth,holiday,weekday,workingday,weathersit,temp,ftemp,hum,windspeed,cnt
0,0.090909091,0,0.666666667,1,0,0.469389932,0.458881971,0.519280206,0.428209832,0.28221353
0,0.090909091,0,0.833333333,1,0,0.576343309,0.568257283,0.531277121,0.499995155,0.33421537
0,0.090909091,0,1,0,0,0.423702296,0.409981067,0.193230848,1,0.185572941
0,0.090909091,0,0,0,0,0.281715002,0.260243541,0.419358355,0.414049027,0.205936493
0,0.090909091,1,0.166666667,0,0.5,0.304288427,0.269097264,0.622107969,0.588479055,0.124827428
0,0.090909091,0,0.333333333,1,0,0.153378176,0.140403903,0.594116195,0.35724913,0.164289001
0,0.090909091,0,0.5,1,0,0.202618298,0.218747211,0.435005656,0.147857233,0.218016567
0,0.090909091,0,0.666666667,1,0.5,0.294717524,0.275812705,0.717111568,0.470249013,0.205361252
0,0.090909091,0,0.833333333,1,0.5,0.380316113,0.356237852,0.732312596,0.668246709,0.165554533
0,0.090909091,0,1,0,0,0.278329487,0.266625572,0.553128021,0.338464263,0.22399908
0,0.090909091,0,0,0,0,0.354311068,0.357088439,0.699228792,0.212043673,0.273815002
0,0.090909091,0,0.166666667,1,0.5,0.43380277,0.421419368,0.901145501,0.551041259,0.163828808
0,0.181818182,0,0.333333333,1,0,0.258600792,0.242587288,0.550128535,0.400009854,0.210423378
0,0.181818182,0,0.5,1,0,0.343747064,0.316346874,0.462296144,0.588452254,0.242982052
0,0.181818182,0,0.666666667,1,0,0.173453273,0.158912057,0.327334704,0.419242078,0.191325357
0,0.181818182,0,0.833333333,1,0.5,0.252370546,0.231823681,0.627678149,0.373046808,0.221122872
0,0.181818182,0,1,0,0.5,0.40501156,0.39340905,0.811482776,0.473083648,0.236424298
0,0.181818182,0,0,0,0.5,0.395485514,0.376965671,0.975075578,0.66154254,0.067073171
0,0.181818182,0,0.166666667,1,0,0.252460262,0.209222731,0.566893573,0.657553436,0.212839393
0,0.181818182,0,0.333333333,1,0,0.290789978,0.293151301,0.432733162,0.202564654,0.242867004
0,0.181818182,0,0.5,1,0.5,0.294943059,0.272422169,0.797343959,0.407689138,0.215025311
0,0.181818182,0,0.666666667,1,1,0.411147105,0.402451792,0,0.493711543,0.06914404
0,0.181818182,0,0.833333333,1,0.5,0.320722569,0.296564152,0.667933162,0.434118242,0.224919466
0,0.181818182,0,1,0,0,0.33647886,0.323801328,0.611396401,0.408977608,0.242751956
0,0.181818182,0,0,0,0,0.405237094,0.395131227,0.54230437,0.511702713,0.275540727
0,0.181818182,0,0.166666667,1,0,0.331556966,0.332005297,0.511009769,0.236118484,0.2328578
0,0.181818182,0,0.333333333,1,0.5,0.321805386,0.313862056,0.674192288,0.333801031,0.234008283
0,0.181818182,0,0.5,1,0.5,0.381398929,0.377855637,0.798480206,0.372574712,0.249654855
0,0.181818182,0,0.666666667,1,0,0.443430991,0.434827935,0.619966067,0.385896465,0.313161528
0,0.181818182,0,0.833333333,1,0,0.599187127,0.587980936,0.540068895,0.43009203,0.370110446
0,0.181818182,0,1,0,0,0.515078814,0.508587521,0.389888946,0.712833969,0.356074551
0,0.181818182,0,0,0,0,0.340631941,0.323801328,0.48714653,0.3820661,0.281753336
0.333333333,0.181818182,0,0.166666667,1,0.5,0.462663759,0.434042979,0.758242674,0.549179677,0.236424298
0.333333333,0.181818182,0,0.333333333,1,0,0.476659382,0.474612589,0.64224473,0.419233832,0.308444547
0.333333333,0.181818182,0,0.5,1,0.5,0.358646073,0.339801036,0.863305913,0.436779706,0.241486424
0.333333333,0.181818182,0,0.666666667,1,0.5,0.28144461,0.251715351,0.828620051,0.456418056,0.212034054
0.333333333,0.181818182,0,0.833333333,1,0,0.255485669,0.232654579,0.508997429,0.429490056,0.251725725
0.333333333,0.181818182,0,1,0,0,0.257561587,0.234307186,0.405313111,0.385879973,0.284629544
0.333333333,0.181818182,0,0,0,0.5,0.241624619,0.22481421,0.507879692,0.333782477,0.192245743
0.333333333,0.181818182,0,0.166666667,1,0,0.255711204,0.234311124,0.310718766,0.391308041,0.230786931
0.333333333,0.181818182,0,0.333333333,1,0,0.303250469,0.280691769,0.3230509,0.421802527,0.276461114
0.333333333,0.181818182,0,0.5,1,0.5,0.300135346,0.286522494,0.664953213,0.310256039,0.174183157
0.333333333,0.181818182,0,0.666666667,1,1,0.260676709,0.234312437,0.944301285,0.40252701,0.191325357
0.333333333,0.272727273,0,0.833333333,1,0.5,0.300135346,0.268282118,0.705655527,0.487178483,0.253681546
0.333333333,0.272727273,0,1,0,0.5,0.318826082,0.31052665,0.672236504,0.360265182,0.256557754
0.333333333,0.272727273,0,0,0,0,0.397742109,0.393393298,0.493573265,0.329480017,0.37126093
0.333333333,0.272727273,0,0.166666667,1,0,0.640721682,0.608878086,0.438303342,0.74871323,0.355844455
0.333333333,0.272727273,0,0.333333333,1,0.5,0.442393032,0.419098629,0.660239589,0.753858866,0.203980672
0.333333333,0.272727273,0,0.5,1,0,0.413317723,0.404998304,0.484147044,0.496156544,0.32052462
0.333333333,0.272727273,0,0.666666667,1,0,0.471467096,0.465495026,0.619966067,0.288453058,0.358835711
0.333333333,0.272727273,0,0.833333333,1,0.5,0.344785023,0.322132969,0.859897172,0.421794281,0.166705016
0.333333333,0.272727273,0,1,0,0.5,0.353092432,0.344513396,0.902313625,0.228195937,0.279912563
0.333333333,0.272727273,0,0,0,0.5,0.457968646,0.456360399,0.881748072,0.256406223,0.330533824
0.333333333,0.272727273,0,0.166666667,1,0.5,0.668532251,0.638134095,0.73722982,0.622758551,0.382650713
0.333333333,0.272727273,0,0.333333333,1,0.5,0.552460287,0.543410415,0.760068895,0.52051585,0.23147722
0.333333333,0.272727273,0,0.5,1,0.5,0.440315868,0.443950748,0.842331105,0.470498461,0.246203405
0.333333333,0.272727273,0,0.666666667,1,0,0.508848568,0.503621823,0.555698715,0.182052206,0.373331799
0.333333333,0.272727273,1,0.833333333,0,0,0.482889628,0.476280948,0.690231362,0.420522303,0.357109986
0.333333333,0.272727273,0,1,0,1,0.463159686,0.454726169,0.913452956,0.656431951,0.088932352
0.333333333,0.272727273,0,0,0,0,0.495350119,0.481246646,0.493144473,0.579511301,0.428209848
0.333333333,0.272727273,0,0.166666667,1,0,0.564920777,0.556657527,0.557840617,0.291040307,0.391969627
0.333333333,0.272727273,0,0.333333333,1,0.5,0.556613368,0.538427652,0.684661183,0.279503859,0.366083755
0.333333333,0.272727273,0,0.5,1,0,0.667719827,0.637051171,0.63153419,0.452579446,0.451219512
0.333333333,0.272727273,0,0.666666667,1,0,0.498465241,0.492005003,0.418594344,0.624374808,0.479406351
0.333333333,0.272727273,0,0.833333333,1,0.5,0.345824228,0.318818565,0.750213882,0.406392421,0.19109526
0.333333333,0.272727273,0,1,0,0.5,0.4995032,0.487055056,0.913025193,0.429490056,0.461803958
0.333333333,0.272727273,0,0,0,0.5,0.651106255,0.620473903,0.83376144,0.350017204,0.479636447
0.333333333,0.272727273,0,0.166666667,1,0,0.682257482,0.650319285,0.798629306,0.335912061,0.466060746
0.333333333,0.272727273,0,0.333333333,1,0,0.713408709,0.676024617,0.749786118,0.626935257,0.503681546
0.333333333,0.272727273,0,0.5,1,0.5,0.698871055,0.651161997,0.859040617,0.597455055,0.442936033
0.333333333,0.272727273,0,0.666666667,1,0.5,0.695755932,0.656132946,0.7206509,0.615407055,0.464335021
0.333333333,0.272727273,0,0.833333333,1,0,0.561805655,0.549197822,0.470008226,0.448740835,0.526115969
0.333333333,0.272727273,0,1,0,0,0.515078814,0.505300683,0.517566067,0.43845781,0.608605614
0.333333333,0.363636364,0,0,0,0.5,0.489119873,0.484538735,0.783632905,0.173092698,0.382995858
0.333333333,0.363636364,0,0.166666667,1,0.5,0.610609659,0.595625723,0.750642674,0.332038403,0.503796595
0.333333333,0.363636364,0,0.333333333,1,0.5,0.694717973,0.660267746,0.716794859,0.660264378,0.509549011
0.333333333,0.363636364,0,0.5,1,0.5,0.442393032,0.42736823,0.757925964,0.632080892,0.300391164
0.333333333,0.363636364,0,0.666666667,1,0,0.498465241,0.476286199,0.456726992,0.562804478,0.507478141
0.333333333,0.363636364,0,0.833333333,1,0,0.523386223,0.518553046,0.606683805,0.424379468,0.527611597
0.333333333,0.363636364,0,1,0,0,0.574266146,0.569094744,0.55655527,0.284614447,0.539806719
0.333333333,0.363636364,0,0,0,0,0.584649473,0.577380096,0.649529049,0.107707465,0.495973309
0.333333333,0.363636364,0,0.166666667,1,0,0.589841759,0.585666761,0.605398458,0.31667159,0.49930971
0.333333333,0.363636364,0,0.333333333,1,0,0.589841759,0.582352357,0.502999486,0.192300183,0.550046019
0.333333333,0.363636364,0,0.5,1,0,0.60230225,0.589806812,0.650814396,0.202548161,0.478601012
0.333333333,0.363636364,0,0.666666667,1,0,0.592956882,0.583195069,0.768637532,0.34484683,0.557063967
0.333333333,0.363636364,0,0.833333333,1,0.5,0.564920777,0.545045958,0.887746015,0.324350874,0.469742292
0.333333333,0.363636364,0,1,0,0.5,0.575304105,0.553353625,0.948586118,0.232044856,0.389668661
0.333333333,0.363636364,0,0,0,0.5,0.627223232,0.599782838,0.891602057,0.269212588,0.521283939
0.333333333,0.363636364,0,0.166666667,1,0,0.645913968,0.618831797,0.810197429,0.215389573,0.452830189
0.333333333,0.363636364,0,0.333333333,1,0.5,0.626185273,0.603102492,0.861611311,0.525618193,0.471813162
0.333333333,0.363636364,0,0.5,1,0.5,0.611647618,0.588176519,0.894601542,0.369224689,0.440980212
0.333333333,0.363636364,0,0.666666667,1,0.5,0.587764595,0.566628303,0.853041645,0.176925124,0.523815002
0.333333333,0.363636364,0,0.833333333,1,0,0.595034046,0.590649523,0.739931105,0.211559208,0.563161528
0.333333333,0.363636364,0,1,0,0,0.677065196,0.647004882,0.644387661,0.202564654,0.665324436
0.333333333,0.363636364,0,0,0,0,0.679142359,0.650319285,0.770779434,0.25896461,0.53359411
0.333333333,0.363636364,0,0.166666667,1,0.5,0.713408709,0.671053668,0.832904884,0.435915916,0.489185458
0.333333333,0.363636364,0,0.333333333,1,0.5,0.748713018,0.69010919,0.761782005,0.380769384,0.514265992
0.333333333,0.363636364,0,0.5,1,0,0.749750977,0.704192451,0.715938303,0.271797775,0.570179475
0.333333333,0.363636364,0,0.666666667,1,0,0.808938309,0.755576861,0.696658098,0.365410817,0.535549931
0.333333333,0.363636364,0,0.833333333,1,0,0.775711164,0.732369474,0.672236504,0.450010751,0.535780028
0.333333333,0.363636364,0,1,0,0,0.743520732,0.700040587,0.750213882,0.428185094,0.544868845
0.333333333,0.363636364,0,0,0,0,0.758058386,0.704202952,0.841902314,0.394882773,0.548320295
0.333333333,0.363636364,1,0.166666667,0,0,0.840089536,0.777109326,0.70437018,0.224365573,0.468936954
0.333333333,0.363636364,0,0.333333333,1,0,0.892008664,0.848373593,0.654670437,0.183348922,0.455591348
0.333333333,0.454545455,0,0.5,1,0.5,0.878510214,0.842576997,0.696229306,0.380769384,0.454670962
0.333333333,0.454545455,0,0.666666667,1,0,0.817245718,0.741471285,0.313624679,0.556403358,0.569028992
0.333333333,0.454545455,0,0.833333333,1,0,0.698871055,0.666901803,0.364182005,0.475660588,0.608605614
0.333333333,0.454545455,0,1,0,0,0.717561791,0.676829262,0.469151671,0.207702043,0.612057064
0.333333333,0.454545455,0,0,0,0.5,0.734175363,0.705848997,0.670951157,0.239759186,0.561895996
0.333333333,0.454545455,0,0.166666667,1,0,0.771556836,0.712483054,0.616966581,0.205133348,0.520708698
0.333333333,0.454545455,0,0.333333333,1,0,0.80790035,0.757233406,0.614824679,0.341014403,0.553497469
0.333333333,0.454545455,0,0.5,1,0,0.893046622,0.850862349,0.639674036,0.235893775,0.503796595
0.333333333,0.454545455,0,0.666666667,1,0.5,0.933543218,0.890635189,0.584404113,0.262830021,0.447883111
0.333333333,0.454545455,0,0.833333333,1,0,0.867087682,0.819376173,0.622107969,0.243597797,0.525080534
0.333333333,0.454545455,0,1,0,0,0.829706209,0.786226888,0.673093059,0.273069753,0.568798896
0.333333333,0.454545455,0,0,0,0,0.789209614,0.74066139,0.769066324,0.291040307,0.510584445
0.333333333,0.454545455,0,0.166666667,1,0,0.717561791,0.685962576,0.508568638,0.583333419,0.575011505
0.333333333,0.454545455,0,0.333333333,1,0,0.679142359,0.672694462,0.521422108,0.508979402,0.560170272
0.333333333,0.454545455,0,0.5,1,0,0.707178464,0.66771695,0.485004627,0.299997753,0.593419236
0.333333333,0.454545455,0,0.666666667,1,0.5,0.709254382,0.677682475,0.707797429,0.37948916,0.43085596
0.333333333,0.454545455,0,0.833333333,1,0,0.735214568,0.684294217,0.756640617,0.24870014,0.554763
0.333333333,0.454545455,0,1,0,0,0.7944019,0.741487037,0.689374807,0.200004206,0.586401289
0.333333333,0.454545455,0,0,0,0.5,0.797517023,0.743970542,0.685518766,0.164116698,0.543258168
0.333333333,0.454545455,0,0.166666667,1,0.5,0.717561791,0.677682475,0.767352185,0.274358223,0.458812701
0.666666667,0.454545455,0,0.333333333,1,0.5,0.774671959,0.733206935,0.792202571,0.306415366,0.553727566
0.666666667,0.454545455,0,0.5,1,0,0.840089536,0.806954708,0.727506427,0.308965507,0.515991717
0.666666667,0.454545455,0,0.666666667,1,0.5,0.833859291,0.806959958,0.723221594,0.44614534,0.548550391
0.666666667,0.454545455,0,0.833333333,1,0,0.82866825,0.758064304,0.589545501,0.411554549,0.571675104
0.666666667,0.454545455,0,1,0,0,0.792324736,0.740645638,0.497000514,0.385879973,0.595950299
0.666666667,0.454545455,0,0,0,0,0.773634,0.733184621,0.527848843,0.148723703,0.607800276
0.666666667,0.454545455,0,0.166666667,1,0.5,0.776749123,0.732364224,0.6769491,0.175636654,0.539116429
0.666666667,0.454545455,0,0.333333333,1,0,0.853589232,0.805286349,0.652099743,0.251285327,0.53221353
0.666666667,0.454545455,0,0.5,1,0,0.833859291,0.755576861,0.511996915,0.493596096,0.59859641
0.666666667,0.454545455,0,0.666666667,1,0,0.7944019,0.732369474,0.446444216,0.335868768,0.631960423
0.666666667,0.545454545,0,0.833333333,1,0,0.826591086,0.752261145,0.407455013,0.165370122,0.61435803
0.666666667,0.545454545,0,1,0,0,0.846319782,0.772142315,0.457154756,0.191044698,0.586401289
0.666666667,0.545454545,0,0,0,0.5,0.819322882,0.773805423,0.701799486,0.425641138,0.532328578
0.666666667,0.545454545,1,0.166666667,0,0.5,0.831783373,0.769660122,0.655955784,0.121811989,0.692705936
0.666666667,0.545454545,0,0.333333333,1,0,0.856704355,0.810248109,0.607112596,0.214125841,0.534169351
0.666666667,0.545454545,0,0.5,1,0,0.823475964,0.796196351,0.764352699,0.262830021,0.530027612
0.666666667,0.545454545,0,0.666666667,1,0,0.860857436,0.797821393,0.66966581,0.282037507,0.525770824
0.666666667,0.545454545,0,0.833333333,1,0.5,0.809977514,0.776309931,0.7793491,0.417953608,0.462264151
0.666666667,0.545454545,0,1,0,0,0.840089536,0.768007515,0.626392802,0.299997753,0.611366774
0.666666667,0.545454545,0,0,0,0,0.857742314,0.801961444,0.594686889,0.33207345,0.559019788
0.666666667,0.545454545,0,0.166666667,1,0,0.87643305,0.854176752,0.653812853,0.535890909,0.467556374
0.666666667,0.545454545,0,0.333333333,1,0,0.915891686,0.866608718,0.57497892,0.366672487,0.487344685
0.666666667,0.545454545,0,0.5,1,0,0.856704355,0.801146298,0.649529049,0.255099199,0.497008744
0.666666667,0.545454545,0,0.666666667,1,0,0.774671959,0.729870217,0.489717224,0.449986012,0.582374597
0.666666667,0.545454545,0,0.833333333,1,0,0.7528661,0.715781706,0.607969152,0.330758179,0.634606535
0.666666667,0.545454545,0,1,0,0,0.781941409,0.734016831,0.601542416,0.383346325,0.678900138
0.666666667,0.545454545,0,0,0,0,0.822438005,0.775456718,0.621251414,0.458986751,0.607455131
0.666666667,0.545454545,0,0.166666667,1,0,0.856704355,0.820207071,0.66966581,0.39872963,0.510354349
0.666666667,0.545454545,0,0.333333333,1,0,0.894085827,0.877377576,0.668809254,0.223077102,0.519903359
0.666666667,0.545454545,0,0.5,1,0,0.883701254,0.876551928,0.727077635,0.188478065,0.49585826
0.666666667,0.545454545,0,0.666666667,1,0.5,0.941850627,0.980933977,0.710796915,0.411546303,0.432811781
0.666666667,0.545454545,0,0.833333333,1,0,0.983385181,1,0.59682982,0.228230984,0.387137598
0.666666667,0.545454545,0,1,0,0,0.984424386,0.951945745,0.514138817,0.224357326,0.375402669
0.666666667,0.545454545,0,0,0,0,0.960541363,0.939530843,0.566409254,0.302593248,0.41233318
0.666666667,0.545454545,0,0.166666667,1,0,0.852550027,0.842565183,0.778491517,0.14104442,0.439254487
0.666666667,0.545454545,0,0.333333333,1,0,0.887855582,0.811089508,0.556126478,0.366680733,0.525540727
0.666666667,0.545454545,0,0.5,1,0,0.892008664,0.802804156,0.41431054,0.332056957,0.533133916
0.666666667,0.545454545,0,0.666666667,1,0,0.89720095,0.867429115,0.599828278,0.321782179,0.502531063
0.666666667,0.545454545,0,0.833333333,1,0,0.970924691,0.927898272,0.557840617,0.312832979,0.439944777
0.666666667,0.545454545,0,1,0,0,0.928352177,0.852513644,0.479005656,0.301286223,0.51231017
0.666666667,0.545454545,0,0,0,0,0.930428095,0.854166251,0.49442982,0.293609001,0.492406811
0.666666667,0.636363636,0,0.166666667,1,0,0.887855582,0.819376173,0.566409254,0.276918672,0.488265071
0.666666667,0.636363636,0,0.333333333,1,0,0.902391991,0.824336621,0.505141388,0.378208935,0.554878049
0.666666667,0.636363636,0,0.5,1,0.5,0.838013618,0.788719582,0.676092545,0.233349819,0.408651634
0.666666667,0.636363636,0,0.666666667,1,0.5,0.811015473,0.768834475,0.778920308,0.360273428,0.523930051
0.666666667,0.636363636,0,0.833333333,1,0,0.812053432,0.758043302,0.648671465,0.334598852,0.557294064
0.666666667,0.636363636,0,1,0,0.5,0.819322882,0.783753884,0.776349614,0.424387714,0.491486424
0.666666667,0.636363636,0,0,0,0,0.851512068,0.835127793,0.774207712,0.369214381,0.432926829
0.666666667,0.636363636,0,0.166666667,1,0,0.879548173,0.819364359,0.608825707,0.350017204,0.495167971
0.666666667,0.636363636,0,0.333333333,1,0,0.892008664,0.846717047,0.586547044,0.265382223,0.526921307
0.666666667,0.636363636,0,0.5,1,0,0.881625336,0.795343139,0.43616144,0.366680733,0.547399908
0.666666667,0.636363636,0,0.666666667,1,0,0.820360841,0.751419746,0.435732648,0.293573955,0.548780488
0.666666667,0.636363636,0,0.833333333,1,0,0.808938309,0.754728899,0.426735219,0.212812632,0.561780948
0.666666667,0.636363636,0,1,0,0.5,0.780902204,0.743986294,0.750213882,0.389761876,0.474919466
0.666666667,0.636363636,0,0,0,0.5,0.769480918,0.71580402,0.840616967,0.412807973,0.43695352
0.666666667,0.636363636,0,0.166666667,1,0,0.755981223,0.705012848,0.732219023,0.384607995,0.49654855
0.666666667,0.636363636,0,0.333333333,1,0,0.799592941,0.743958729,0.594686889,0.441042997,0.54107225
0.666666667,0.636363636,0,0.5,1,0,0.827629045,0.771306166,0.591688432,0.25001541,0.537505752
0.666666667,0.636363636,0,0.666666667,1,0,0.813092637,0.765513508,0.673093059,0.434608892,0.435227796
0.666666667,0.636363636,0,0.833333333,1,0.5,0.779864245,0.727398525,0.743359383,0.241029102,0.475264611
0.666666667,0.636363636,0,1,0,0,0.795439859,0.748105343,0.693230848,0.169202548,0.594684768
0.666666667,0.636363636,0,0,0,0,0.812053432,0.782928237,0.791773779,0.466657788,0.443051081
0.666666667,0.636363636,0,0.166666667,1,0,0.788171655,0.734005017,0.483290488,0.524373015,0.544868845
0.666666667,0.636363636,0,0.333333333,1,0,0.724829995,0.691755235,0.468295116,0.256397977,0.675678785
0.666666667,0.636363636,0,0.5,1,0,0.765326591,0.724078872,0.622107969,0.475633788,0.58766682
0.666666667,0.636363636,0,0.666666667,1,0.5,0.778826287,0.743981043,0.793487918,0.388481652,0.404970087
0.666666667,0.636363636,0,0.833333333,1,0,0.798554982,0.762199105,0.78277635,0.126931443,0.533709158
0.666666667,0.636363636,0,1,0,0.5,0.773634,0.730463528,0.87403599,0.728192536,0.125747814
0.666666667,0.636363636,0,0,0,0,0.807350842,0.74674414,0.577650386,0.581908886,0.496088357
0.666666667,0.636363636,0,0.166666667,1,0,0.719638955,0.694237427,0.570265296,0.283325977,0.530602853
0.666666667,0.636363636,0,0.333333333,1,0,0.722754078,0.676839763,0.56383856,0.2115489,0.596180396
0.666666667,0.636363636,0,0.5,1,0,0.744559937,0.698389292,0.614824679,0.125634314,0.579383341
0.666666667,0.727272727,0,0.666666667,1,0,0.742482773,0.703377305,0.657241131,0.246158245,0.585941095
0.666666667,0.727272727,0,0.833333333,1,0.5,0.727945118,0.690102627,0.747643188,0.242309326,0.541302347
0.666666667,0.727272727,0,1,0,0,0.76013555,0.727388024,0.736932648,0.335895568,0.513345605
0.666666667,0.727272727,0,0,0,0,0.809977514,0.769675874,0.763067352,0.379480913,0.565807639
0.666666667,0.727272727,1,0.166666667,0,0.5,0.765326591,0.717455315,0.812768123,0.392322325,0.382995858
0.666666667,0.727272727,0,0.333333333,1,1,0.599187127,0.57248003,0.912038046,0.662894919,0.309249885
0.666666667,0.727272727,0,0.5,1,1,0.672912114,0.610584511,0.943015938,0.153851815,0.227105384
0.666666667,0.727272727,0,0.666666667,1,1,0.716207336,0.625196764,0.966133676,0.351198473,0.209387943
0.666666667,0.727272727,0,0.833333333,1,0.5,0.736252527,0.656155261,0.923307969,0.210252184,0.405200184
0.666666667,0.727272727,0,1,0,0,0.748713018,0.694242678,0.775064267,0.270509305,0.612402209
0.666666667,0.727272727,0,0,0,0,0.740405609,0.695905786,0.733933162,0.191028206,0.578002761
0.666666667,0.727272727,0,0.166666667,1,0,0.729209858,0.686587391,0.711747044,0.137137159,0.539691671
0.666666667,0.727272727,0,0.333333333,1,0,0.737290486,0.688456583,0.732647815,0.246174738,0.545444087
0.666666667,0.727272727,0,0.5,1,0,0.765326591,0.71910136,0.716794859,0.298736083,0.54797515
0.666666667,0.727272727,0,0.666666667,1,0.5,0.645913968,0.622978411,0.729220566,0.512820074,0.418430741
0.666666667,0.727272727,0,0.833333333,1,0.5,0.510925732,0.501958714,0.607112596,0.292310223,0.545098942
0.666666667,0.727272727,0,1,0,0.5,0.538961837,0.524322077,0.738645758,0.344863322,0.51645191
0.666666667,0.727272727,0,0,0,0,0.558690532,0.540106512,0.714652956,0.321790425,0.489185458
0.666666667,0.727272727,0,0.166666667,1,0.5,0.610609659,0.591480421,0.709511568,0.266662447,0.519673263
0.666666667,0.727272727,0,0.333333333,1,0.5,0.626185273,0.594817139,0.906169666,0.232053102,0.416359871
0.666666667,0.727272727,0,0.5,1,0.5,0.667719827,0.618859362,0.925449871,0.152580662,0.498159227
0.666666667,0.727272727,0,0.666666667,1,0.5,0.709254382,0.624674335,0.927591774,0.21797476,0.549125633
1,0.727272727,0,0.833333333,1,0.5,0.685372605,0.581570027,1,0.115395407,0.273009664
1,0.727272727,0,1,0,0.5,0.682257482,0.637077423,0.88688946,0.115429629,0.621375978
1,0.727272727,0,0,0,0.5,0.716523832,0.647873846,0.868894602,0.057697703,0.573861022
1,0.727272727,0,0.166666667,1,0.5,0.735214568,0.669407624,0.872321851,0.182052206,0.53014266
1,0.727272727,0,0.333333333,1,0.5,0.719638955,0.650352101,0.910454499,0.197454065,0.471468017
